GROUP_NAME,N,AVG_PROB,POSITIVE_SHARE
Dartmouth College,38412,0.2657835943703509,0.253734
Methodist College,2336,0.26804295276147694,0.257519
John F Kennedy University,10501,0.3401689466302854,0.327031
Saint Mary's College,26518,0.22780110077817772,0.217865
"Remington College-Dallas Campus-Dallas, Tx",1046,0.18778304139275778,0.178707
Studio Incamminati,985,0.23047785101132998,0.219008
Maine College of Art&Design,2028,0.2274036599279118,0.213294
Laramie County Community College,3149,0.266924471623506,0.256996
Galvanize Inc,2508,0.2196271309633926,0.207674
Ridge Technical College,2008,0.208797269351377,0.195949
Marshalltown Community College,1481,0.22495751974170616,0.216173
Informatica University,2838,0.12862303087422283,0.116915
Salon Success Academy-Corona,527,0.2315139230769777,0.224231
School of Positive Transformation,1010,0.594043443218458,0.576692
Federal Law Enforcement Training Center (FLETC),3220,0.25134010522217715,0.230954
Folsom Lake College,5780,0.2597468829565237,0.249043
St. Andrews University,4465,0.2216842658141211,0.207212
Gibbs College,3069,0.1436865571745806,0.134672
Itt Tech,6588,0.11425763687000436,0.107267
New Brunswick Theological Seminary,778,0.4163385696411131,0.399823
Thomas Jefferson University,17522,0.3523032701987715,0.341986
Academy of Vocal Arts,2276,0.2856191559753661,0.275900
Florida Institute of Technology,30371,0.21249831062565228,0.202899
St. John Fisher University,5682,0.25692333920811466,0.246356
Stat-A-Matrix Institute,553,0.18493047571526924,0.171429
Sullivan University,10064,0.18566686036332933,0.177053
"Columbia College-Sonora, Ca",910,0.257908959230908,0.246138
Birmingham-Southern College,4715,0.2362764026684479,0.226541
Executive Secretarial School,939,0.1423832420438896,0.129326
Ecclesia College,822,0.2648722839473775,0.255838
Virginia University of Lynchburg,1154,0.4598133171644926,0.451404
Kaplan University-Des Moines Campus,53585,0.26272177253306106,0.251384
Abbey Vocational School,1817,0.19114711697210104,0.177221
Christopher Newport University,13484,0.23520302578731653,0.225654
Cameron College,544,0.22542427392639372,0.207634
Missouri State University-Springfield,532,0.15471979432385005,0.141638
Iona College,13291,0.1908251436245314,0.181221
Olympic College,8447,0.2651182827970942,0.253234
Northwestern Oklahoma State University,2460,0.25006603444387426,0.239942
International Professional School of Bodywork,519,0.5766566596432834,0.565084
Lehigh University,32306,0.18630045248304622,0.177175
American Trades Institute,763,0.11555158802816615,0.102957
University of Illinois System Offices,1601,0.23378483428647473,0.224958
Luzerne County Community College,5083,0.2115030054736443,0.201964
Miller-Motte College-Wilmington,3161,0.2495334747695153,0.239991
The University of Texas at Arlington,99181,0.23838227214091545,0.228805
Clark Atlanta University,16790,0.29987741544390156,0.288936
North Florida Academy,3710,0.23041226053489802,0.220938
Young Americans College of The Performing Arts,1047,0.30601980511217963,0.299919
California State University-Fullerton,96631,0.22662729956141972,0.216956
The Institute For Arts in Therapy and Education,892,0.4652956144188886,0.448694
Highlands College of Montana Tech,926,0.26993134526872803,0.258654
L'academie De Cuisine,869,0.20932077665692408,0.189702
Craven Community College,2850,0.2578699882961785,0.249034
Empire Beauty School-Waltham,576,0.1813816945585501,0.172881
Illinois Media School,1378,0.16492142405991933,0.154059
Big Sandy Community and Technical College,929,0.21328103573356164,0.207185
Baker University,11945,0.24445629564214458,0.233364
Don Bosco Technical Institute,8652,0.14106479570119412,0.131715
University of Chicago,87523,0.24879713747155974,0.237436
New Orleans Center For Creative Arts,1268,0.27804166082034737,0.264997
Flatiron School,9760,0.2164068094765284,0.205059
Missouri Western State University,8269,0.22685559913125314,0.216480
Mckendree University,6031,0.2483276197946629,0.237143
Bolivar Technical College,1064,0.19848030392068708,0.182546
University of North Georgia,17704,0.240475718123344,0.230719
Corporate Training Center,2057,0.14346393016062187,0.132632
The Capp Institute,2006,0.31861746924211487,0.310491
Osha Education Center,569,0.26267641031470085,0.240232
Monty Tech,7255,0.21277461991322583,0.202025
Central Georgia Technical College,3672,0.19480780242539691,0.185832
Dunwoody College of Technology,4632,0.11656172762287777,0.108610
Vermont Technical College,3975,0.18326068325352052,0.174656
Austin Peay State University,15715,0.26620872573716636,0.255636
Providence College,19019,0.2259608939070857,0.215854
Medaille College,3526,0.26036201896127886,0.251113
Saint Elizabeth University,4197,0.28890431264887884,0.278668
University of Sioux Falls,3152,0.2952989381448217,0.281941
Industrial Management Training Institute,4027,0.17469893665327116,0.161423
Columbia University in The City of New York,172354,0.2756885821097019,0.263909
Avalon Institute-Las Vegas,1473,0.15229041010874994,0.144767
Instituto Tecnologico De Puerto Rico-Recinto De Manati,786,0.16111768992178582,0.142071
University of Wisconsin-Whitewater,33795,0.2299005404168225,0.219225
American College of Corporate Directors,1249,0.28309159263513217,0.265487
The Sans Institute,4824,0.18623089182832164,0.167051
Trinity Baptist College,1902,0.25737275795694664,0.247293
Indian Law Institute,1172,0.19471568885032978,0.183039
Eastland-Fairfield Career and Technical Schools,4013,0.2235867801547288,0.214478
American International College,6365,0.28324625640718387,0.273212
Military Police Academy,1588,0.18450871321262463,0.171707
Pendleton College,666,0.17845206661861474,0.167959
Bellevue College,29302,0.2344848026093737,0.222848
Pennsylvania Western University,15658,0.27966433362240845,0.268639
SUNY Brooklyn Educational Opportunity Center,1071,0.2410382502707938,0.230418
Brandeis University,24464,0.30066854363277207,0.288533
Northeast Community College,3428,0.22235875326721194,0.210377
Community College of The Air Force,113318,0.19886579048340752,0.185875
Taylor Andrews Academy of Hair Design-West Jordan,1482,0.20258064451817007,0.191687
Epic Flight Academy,567,0.19643676199525345,0.186082
Centenary College of Louisiana,6300,0.23198606758776946,0.221528
Evergreen Valley College,7577,0.25119776238389396,0.241651
Miami Dade College,79541,0.2181360137185651,0.208150
Joint Forces Staff College,3560,0.22004179283253886,0.201027
The Pacific Institute,601,0.2909764454205657,0.283498
Varsity College,1162,0.202662330057088,0.186992
Natural Healing Institute,920,0.5570544871065446,0.538600
Aspen University,5853,0.37451992190024286,0.363492
American Educational Institute,3123,0.25044243873268496,0.238905
Kent State University at Trumbull,725,0.20366301780401444,0.194474
Boston Reed College,1079,0.3064037116587739,0.295419
Erwin Technical College,1588,0.1987887679368225,0.189959
Depauw University,10299,0.27173497014617454,0.259311
American Nurses Credentialing Center (ANCC),994,0.46651038137792133,0.451915
Fritz Institute,783,0.2319281172406847,0.213348
Warren Technical School,2058,0.19239839962867591,0.180960
Beal University,1219,0.23267118000113543,0.220139
Clover Park Technical College,6191,0.2279907555645097,0.216331
Thiel College,2889,0.24497308496583065,0.233475
Stanton School of English,575,0.16778221855982664,0.156535
Lighthouse Christian Academy,2401,0.2645345553603831,0.255663
Thomas M Cooley Law School,3678,0.22910705692771507,0.218097
Chatham College,1388,0.2730924196438979,0.260641
Southern States University,2269,0.3642663445055205,0.355839
The Pennsylvania State University,2545,0.2098467343750131,0.196534
Academy of Professional Careers,672,0.22858785467462572,0.220930
Elizabethtown Community and Technical College,4009,0.20163542236322607,0.191208
The Travel Academy,1953,0.21634190566180925,0.205396
Laurel Business Institute,2020,0.25751060142647786,0.246819
Michigan Psychoanalytic Institute,1157,0.23543200462056615,0.222365
Ihm Academy of Ems,542,0.1707379809716911,0.158654
Chaparral Career College,647,0.20123311968640234,0.189258
Reading Hospital School of Health Sciences,4765,0.20353297410341128,0.193460
SUNY Empire State College,19510,0.27087058070654757,0.258722
"First Institute of Travel, Inc.",47124,0.17197909273593606,0.161905
Pima Community College,17800,0.25221408971189396,0.241728
Erie 1 Boces,1175,0.1983179297620903,0.190645
Worcester State University,11758,0.2493615373490756,0.239642
Northern Westmoreland Career and Technology Center,591,0.18127801670163599,0.173851
Evangel University,5748,0.31276477365591127,0.301310
L'esprit Academy,674,0.25486896077415894,0.244055
Mercy Hospital School of Practical Nursing,1434,0.40883817784034193,0.398756
Dickinson State University,2404,0.2435415120598747,0.235331
University of North Carolina System,896,0.2908269190875208,0.277725
Oceanside College of Beauty,572,0.21898527914097066,0.204800
Saint Elizabeth School of Nursing,1927,0.36277670449143234,0.350064
Meddic Academy,1270,0.18890700965587628,0.173751
Northwest Mississippi Community College,4680,0.20889007413853902,0.199356
Chadron State College,3380,0.26792989543419726,0.258004
Calvary Bible Institute,2168,0.36938297013662086,0.352488
University of Washington-Bothell Campus,8562,0.2731853369531679,0.264459
North Central Texas College,6735,0.22716665825128107,0.217695
Nalanda Institute For Contemplative Science,1628,0.15494577722803424,0.147786
Surry Community College,2697,0.2224238614086965,0.212414
It College,38002,0.11230807343399693,0.104553
Texas College,1645,0.38506175300797935,0.372986
University of Nevada-Las Vegas,52429,0.2577340053975117,0.246976
National Aviation Academy of New England,1429,0.10405896318701609,0.094659
The School of Natural Healing,980,0.5805637360808015,0.558874
Gulf Coast State College,6871,0.22366729381706696,0.212852
Agora University,716,0.21112738963286454,0.194639
University of North Texas at Dallas,4737,0.27754753838391333,0.266786
University of Wisconsin-Stevens Point,19588,0.2793119792730152,0.267452
Chippewa Valley Technical College,6343,0.2205591683964844,0.211699
South Florida State College,1730,0.24406903408494385,0.233772
Orlando Tech,1185,0.22963560535320918,0.221763
Southeastern College-Charlotte,1051,0.26723057738493017,0.256889
Missio Theological Seminary,752,0.4466064783307674,0.437365
Codecademy,4344,0.2008360051261842,0.190664
New England College,9989,0.23534121376724104,0.224043
University of The Potomac-Va Campus,931,0.2274758589532636,0.217902
Fellowship Christian School,2280,0.26084942737752337,0.250099
Miami University,79694,0.23364560633954268,0.223065
Hillyard Technical Center,505,0.17730032868238965,0.168040
Lourdes University,3983,0.3002759306628394,0.289627
Universal Technical Institute-West Texas,792,0.11770809762930169,0.106460
Volunteer State Community College,7440,0.2243946483407113,0.215092
The College of Insurance,510,0.17841447549516415,0.149750
Midland College,5012,0.1927760093257623,0.182768
Raritan Valley Community College,10261,0.20320552265968703,0.193925
American Medical Academy,2300,0.3752826994682213,0.359353
Business Continuity Institute,679,0.10908747049690531,0.097190
Virginia Polytechnic Institute and State University,110170,0.2068866331133327,0.197163
Los Angeles Pierce College,28748,0.2372914821539878,0.226369
United Theological Seminary,1176,0.48298252235847067,0.465640
Florida Baptist University,885,0.2586941919364151,0.243110
Little Angels' School,2812,0.16060548251503462,0.152300
Tri,2555,0.2508965560433192,0.238957
Bates College,7352,0.2894122053482919,0.276077
Kalamazoo Valley Community College,8983,0.22052852563430747,0.209860
College of Oceaneering,1013,0.18867631343694966,0.175686
Code School,3367,0.23404398647387487,0.222082
Cannon Financial Institute,1534,0.23599061309180902,0.223827
Snow College,6388,0.27949185265391574,0.269403
Pinellas Technical College-Clearwater,1455,0.1956484060369486,0.186386
Colorado State University-Fort Collins,1712,0.2468282375536377,0.235732
Modern School,11245,0.14743253436593656,0.137786
Florida Medical Training Institute,544,0.2763443711978823,0.267537
Hocking College,4852,0.24697729147826522,0.235729
Monroe University,6273,0.24389411273839393,0.233725
Aaa Institute,1114,0.19438407709023003,0.177827
Nazareth University,3061,0.3368581063915266,0.326366
Tefl Institute,2743,0.3561312937488711,0.344774
Atlantic Cape Community College,6281,0.21665827605005178,0.206167
Carrington College-Mesa,522,0.3404131399046352,0.328526
Ohio Institute of Allied Health,1138,0.14319980407113442,0.133072
Vassar College,11709,0.3208937974868486,0.308076
Southern California Safety Institute,523,0.21923993694222638,0.201248
Academy of Medical&Health Science,734,0.3293684014046965,0.315976
Pikes Peak Community College,10717,0.24272077713916365,0.232144
Mariano Moreno Culinary Institute,511,0.17227285949913954,0.156704
University of California-Santa Barbara,87779,0.25669974531642364,0.245616
Mississippi College,8697,0.26245648159564205,0.252904
Concordia University-Portland,7511,0.4322975462246049,0.420117
Peru State College,3367,0.23927786708665058,0.229854
Kenwood Academy,1403,0.27183848541932676,0.263631
City Colleges of Chicago-Harry S Truman College,5108,0.2457996996139649,0.234254
College of Mount Saint Vincent,3137,0.32163821474959625,0.309605
Claremont School of Theology,1350,0.4920388094158969,0.474595
Allied Medical School,1044,0.366316176533969,0.356067
University of Nebraska at Omaha,35519,0.2562200998401339,0.245460
Sustainable Building Advisor Institute,990,0.324552501147087,0.297785
Kentucky Community and Technical College System,1050,0.1779763531431292,0.167994
Asm Educational Center (ASM),1708,0.2417137686312728,0.231156
National Apartment Association Education Institute,1792,0.22551551067306125,0.211872
Bethesda University,1538,0.25187334854381616,0.239143
University of Charleston,6236,0.2818387145180549,0.270183
Georgia Gwinnett College,8885,0.21345367870672668,0.205787
San Diego Miramar College,8127,0.2453168622005694,0.235769
Nouvelle Institute,4429,0.19586389814589963,0.183820
Draper University,515,0.3388791169040119,0.327941
The Income Tax School,1114,0.18676745772850928,0.177642
The Judge Advocate General's Legal Center and School,1162,0.234424983275559,0.219258
University of Arkansas,62549,0.21912922871842586,0.208575
North Dakota State University-Main Campus,25532,0.23275453262637386,0.222736
Wholebeing Institute,585,0.6403469504475249,0.619114
Copper Mountain Community College,1989,0.21646417686041092,0.205170
Pilates Academy International,749,0.4018486802492519,0.386813
Johnson C Smith University,5127,0.2845481430133627,0.274532
Escuela Tecnica De Electricidad,3801,0.14604416236229012,0.129865
Floral Design Institute,777,0.22948674104618375,0.218911
Cox College,1534,0.36435154180310336,0.355967
Nicholls State University,9430,0.2072981581510558,0.198637
Wellesley College,11881,0.3464408009279712,0.332778
The Salon Professional Academy of Holland,1513,0.22023183808976224,0.204319
Great Lakes Ems Academy,610,0.2202044790723501,0.204216
Associated Beth Rivkah Schools,946,0.2412804489464794,0.232649
Indiana University of Pennsylvania-Main Campus,1344,0.160108555075264,0.151841
Lycoming College,3925,0.2318602860160342,0.220428
The Spa School,608,0.23664467110877252,0.221898
Certified Careers Institute,1196,0.24466091191927644,0.230175
Trinity College of The Bible and Trinity Theological Seminary,1179,0.439623985834429,0.423877
Southeastern Bible College,671,0.34408568159048103,0.329978
Ecola Bible School,1335,0.3300724515976031,0.312579
San Ignacio University,1830,0.1604135402027538,0.145048
Kitchen Academy,651,0.20104539896232113,0.192494
Broadway Dance Center,1459,0.3289449119003195,0.318381
University of New Mexico-Main Campus,10646,0.2262481908107124,0.214254
Stars Academy,754,0.23760056940834812,0.222349
Scrum 101,607,0.14412920103497712,0.129477
Police Executive Leadership College,690,0.37990545388828845,0.366061
Ringling College of Art and Design,5396,0.13389572787876036,0.126354
Seattle Maritime Academy,1613,0.24501448163251632,0.234672
Colorado Technical University-Colorado Springs,588,0.13898139864536893,0.127976
Black River Technical College,923,0.20692697544654323,0.197595
Massachusetts Institute of Technology,109747,0.2188890606123355,0.207033
CUNY Bronx Community College,10087,0.2555190894462271,0.245265
Academy of Allied Health Careers,552,0.30110899019897197,0.293375
New York Medical Career Training Center,589,0.3125168601146195,0.305233
Ohio Hi Point Joint Vocational School District,1367,0.18792826793865214,0.176510
Academy of Careers and Technology,1083,0.2541192419534608,0.247295
Middlebury Institute of International Studies at Monterey,6796,0.32517287599086087,0.312952
Coe College,5362,0.2594690564150819,0.247459
Northern Pennsylvania Regional College,676,0.21247140916267326,0.198658
High Performance Institute,576,0.4079261995040454,0.385735
Gannon University,9692,0.24959745567942074,0.240552
Mindfulness Coaching School,1029,0.6392356265511958,0.618094
Los Angeles County College of Nursing and Allied Health,780,0.46642656274423455,0.456410
Soka University of America,1500,0.32302482873891386,0.311682
Paul D Camp Community College,858,0.2314378979302332,0.222326
The Adjuster School,1730,0.1753262399584451,0.168155
Coach Training Institute,562,0.5982831819783969,0.567568
Pepperdine University,46180,0.28337745267871217,0.270746
Onondaga Cortland Madison Boces,2082,0.21172989630620126,0.202062
The Iron Yard,2385,0.1943339211965772,0.181677
Ilumni Institute,1352,0.25652380570596567,0.240000
Applied Technology Services,982,0.14667909146178087,0.139674
Olney Central College,921,0.21901828129042109,0.205667
Institute of Financial Education,1752,0.336795956820912,0.325250
Northern New Mexico College,619,0.2577001176424638,0.242925
Hudson County Community College,6875,0.21176315794344566,0.201767
Farm School Nyc,1209,0.37094194563966215,0.357910
Nascar Technical Institute,1434,0.14444414512502943,0.134454
Montana State University-Northern,1060,0.2577341395312876,0.250173
Merritt College,4723,0.330506092891557,0.321067
California Aeronautical University,703,0.18206167433870504,0.172170
Emperor's College of Traditional Oriental Medicine,940,0.39603021476011535,0.378897
Lu Ross Academy,879,0.24935479247463613,0.235902
Uintah Basin Technical College,642,0.2154710419624211,0.208494
Daoist Traditions College of Chinese Medical Arts,511,0.5157258847551865,0.496148
The Texas Institute For Teacher Education,1777,0.40618568056002335,0.394785
Arizona Culinary Institute,1042,0.16337155869835474,0.149579
Westwood College,12753,0.15969791728992996,0.151167
Mjs School of Technology,2262,0.09592275396578674,0.090574
California Health Sciences University,2981,0.24872255379227673,0.237811
Ecpi University,21083,0.17592530669331272,0.166775
Polytech Adult Education,714,0.21711134403252672,0.209357
Mt Hood Community College,9911,0.2593236169755843,0.248233
Clarendon College,2110,0.2159028010449959,0.203891
American Conservatory Theater,2357,0.30891905184222185,0.292530
Moreland University,1453,0.46999730176569005,0.454389
Morrison University,852,0.20856404728186365,0.196858
St. Thomas Aquinas College,7653,0.21121057799549098,0.202759
Northwest College,3922,0.2365511841255575,0.225899
West Hills College,2111,0.21130970713722091,0.201684
Toni&Guy Hairdressing Academy,1082,0.25288730245783175,0.242675
Southern Maine Community College,5786,0.22694876169877273,0.215828
Mitchells Academy,5754,0.2426062990481289,0.231588
Cambridge Institute,2200,0.24212051919118155,0.225449
Air Command and Staff College,2674,0.18978148101103942,0.173669
American College Consortium,767,0.3646752215121928,0.348889
Montgomery College,29249,0.224090505037681,0.213639
Cleveland Institute of Electronics,1472,0.10514162351439865,0.097725
Yoga Teachers College,2725,0.5358640495954737,0.520677
Central Institute of Tool Design,982,0.1055368377304081,0.093725
Inter American University of Puerto Rico,10183,0.19531002708757692,0.183163
Sarah Lawrence College,6825,0.3361070773054869,0.322687
New York College of Health Professions,4001,0.439892803936806,0.427316
Technical Learning Centers Inc,1893,0.23178828807385035,0.222424
Balanced Body University,589,0.5497950327757782,0.531034
Bel-Rea Institute of Animal Technology,796,0.34443843100151755,0.333979
Catholic Distance University,620,0.2863056766141192,0.279476
Mercyhurst University,8381,0.2318902372221671,0.220815
Dixie State University,9831,0.26839562697084823,0.259335
Northwest College-Medford,568,0.25780427809294554,0.244057
State of Georgia,859,0.2935092160877708,0.281106
American Academy of Financial Management,586,0.16282895788426116,0.154066
Salesforce University,1884,0.19316740650148598,0.182230
University of North Carolina at Asheville,5804,0.2785741396553139,0.266236
Midland University,3135,0.2652963470364473,0.252427
The Art Institute of Seattle,692,0.15491675433496507,0.143799
United States Coast Guard Academy,6271,0.20548912300532934,0.190101
New England School of Acupuncture,589,0.524239998379873,0.501987
Learning Tree University,2844,0.13875097286842678,0.128220
Kbr University,568,0.13582417576622585,0.117739
Hult International Business School,9002,0.1934962072371746,0.181763
Metropolitan State University,20984,0.24549988184847976,0.234280
California State University-Stanislaus,13080,0.286604371050707,0.275866
Middle Georgia Technical College,2577,0.18843110949201505,0.178593
Instituto Tecnologico De Puerto Rico,10104,0.10855663185661037,0.095988
European Academy of Diplomacy,2479,0.26511196214716093,0.253585
Fontbonne University,6891,0.252798818660486,0.240990
State Fair Community College,2685,0.22672907053870947,0.215310
Southern Illinois University,12646,0.21845630220251339,0.207259
Itt,2362,0.12897798986469788,0.119598
Colorado State University Pueblo,8363,0.25592196911656623,0.243589
Pennsylvania State University-Penn State Beaver,732,0.20865401296102595,0.200651
Richland Community College,9670,0.18266258796810947,0.173454
Southwestern Adventist University,1602,0.3161304786933087,0.307897
Psychoanalytic Psychotherapy Study Center,601,0.5066758844012961,0.475177
Everest College-Colorado Springs,7826,0.24286430771316297,0.233241
Hope International University,28674,0.25159002117120366,0.241318
Pitzer College,5365,0.33378666508116656,0.322210
Northwestern Connecticut Community College,2258,0.24340109769370286,0.232731
Jean Madeline Aveda Institute,561,0.2825982038005385,0.274862
Maine College of Health Professions,1770,0.2173839433305553,0.207981
Pierpont Community and Technical College,1057,0.2404211999280153,0.232523
Boston State College,1022,0.18907770022218037,0.182099
Crescent College Comprehensive,1138,0.13767002887555363,0.127721
Denver Business College,1377,0.1739190655708056,0.162088
Management and Strategy Institute (MSI),523,0.21416207350832434,0.202593
Cyril Potter College of Education,4119,0.2627590346067542,0.251419
"Glendale Community College-Glendale, Ca",877,0.21503289129348432,0.205703
St Louis College of Health Careers,643,0.2950974748708859,0.283654
New York University,275253,0.24390611444610652,0.232642
North Carolina Justice Academy,795,0.28551978505592307,0.269981
Adler University,2708,0.5452800489836027,0.526082
The Photography Institute,529,0.2337980739192399,0.223704
Long&Foster Institute of Real Estate,593,0.22313202694730044,0.216783
University of Massachusetts-Amherst,109183,0.23615519598236606,0.226113
Medical Professional Institute,1324,0.32052727169238643,0.312142
Milwaukee Area Technical College,22282,0.2072625367630733,0.197313
University of Mount Union,5731,0.24318306259299555,0.233033
Bluefield State College,2840,0.22377417058143229,0.213662
New Market Vocational Skills Center,515,0.23549163993477856,0.230284
City Colleges of Chicago-Wilbur Wright College,9101,0.21423669654779984,0.204118
Tech Train,3693,0.16467116994510897,0.152539
Housatonic Community College,4015,0.23168200680018866,0.220969
The Spanish Language Institute,6678,0.31738156093061537,0.305607
Katharine Gibbs School,8341,0.15518527706007462,0.146306
Rhode Island School of Design,16147,0.19585935737021046,0.184396
Caris College,1966,0.21629386151904417,0.205050
Los Angeles Mission College,2931,0.25508553050988414,0.243193
University School,11192,0.30204908817765247,0.292636
Brandywine School of Nursing,628,0.25339961555517304,0.243278
Rasmussen University,16047,0.2864502549495964,0.276505
Sacred Heart Major Seminary,8272,0.2353592737962403,0.221992
Paul Quinn College,1373,0.26760551354412776,0.260195
United Electronics Institute,883,0.1129235638522721,0.106578
West Los Angeles College,6140,0.24261208013216434,0.232223
Nlp School,1042,0.3984522807801825,0.372003
Transformation Academy,2301,0.5449259096710485,0.530732
Rational University,682,0.17858771214272734,0.166667
Cornerstone Christian Academy,2459,0.24133857275299628,0.231015
Regional Training Center,1936,0.307884638123694,0.294169
Tri-County Technical College,6178,0.19591346678465668,0.186432
Loras College,5931,0.24029109938451626,0.229296
Institute For American Universities,3123,0.2774589163469673,0.267107
Georgia Institute of Real Estate,1229,0.21804159971963477,0.206667
Sheffield School of Aeronautics,541,0.14887092519214237,0.132159
Serbias Technical College,2507,0.11864865692390089,0.110585
Touro University California,2574,0.4012391751819075,0.390826
College of Staten Island CUNY,16059,0.2204588505029798,0.212461
The University of Tennessee System Office,503,0.30357042649355626,0.292308
Diesel Driving Academy,508,0.1735415193648201,0.164311
Nazarene Bible College,1236,0.3962969990583185,0.383323
Middlesex Community College,24998,0.19652756033242663,0.186943
Kaskaskia College,2196,0.226326490529241,0.218100
University of North Carolina Wilmington,40237,0.2572207954328878,0.247075
Cowley County Community College,3008,0.196222477986274,0.186010
Academia Serrant Inc,2673,0.2305428933933193,0.220725
Amarillo College,6587,0.2254499360321483,0.214063
Consolidated School of Business,893,0.20791494391134177,0.194649
The Art Institute of California-Orange County,2132,0.15184968710069144,0.142500
Glen Oaks Community College,2711,0.20480851686886875,0.193375
University of Pittsburgh-Johnstown,4861,0.19637864417262704,0.187605
Kaplan University-Omaha Campus,2633,0.2657910421623712,0.257975
Mildred Elley School-Albany Campus,577,0.2372904031159953,0.219750
Georgetown University,101927,0.2797197413242444,0.266670
The University of Texas at Dallas,79938,0.17230655103601605,0.163776
Maharishi International University,25687,0.13499779258863556,0.125290
Shillington Education,4367,0.2012412986318212,0.191820
Washington State University Vancouver,4280,0.2870468245526392,0.275275
Creighton University,22527,0.3024799260354653,0.291528
Sbs Institute,2634,0.143847015826984,0.134947
Business Computer Training Institute,830,0.1790818531004179,0.166988
Google,10404,0.22657872525844377,0.214297
Brick Computer Science Institute (BCSI),1897,0.2199541486770613,0.210502
Mid-State Technical College,3152,0.20358660182729219,0.191871
Clary Sage College,643,0.2967677285812025,0.290816
International School of Skin Nailcare&Massage Therapy,525,0.30946866991790917,0.295886
Pacific Northwest College of Art,2941,0.23778473240645995,0.223973
Seminole State College,4533,0.19881718573909743,0.189822
University of Massachusetts Global,11787,0.3742492686160732,0.360215
Agile University,1255,0.17505547619122677,0.161727
San Juan Bautista School of Medicine,1113,0.3863832846294759,0.374111
Chattanooga College Medical Dental and&Technical Careers,818,0.11197860755887301,0.100307
Blinn College District,693,0.17884312334304492,0.166889
Midwestern Baptist Theological Seminary,3298,0.38978132393688913,0.372650
Dorsey College,1027,0.1950386813016794,0.186470
Proofreading Academy,604,0.2864612409233011,0.273103
Hilton University,1003,0.18339188593145964,0.171838
Cleveland Community College,2394,0.23146901791438432,0.221201
Stratford Career Institute,2981,0.23138052738390957,0.218593
Bryant University,20455,0.16618827510610762,0.156131
Ati Career Training Center-Fort Lauderdale,1930,0.17588857240745645,0.167799
Philander Smith University,2340,0.25263502110693525,0.242580
Coppin State University,4551,0.35501512563241294,0.344679
Lincoln Land Community College,4884,0.225878972756617,0.215830
Trinity Episcopal School For Ministry,4817,0.26453279282711434,0.254093
King's College,14211,0.2279067115958964,0.217805
Pitc Institute,746,0.1420698281505112,0.131429
The Art Institute of Fort Lauderdale Inc,2343,0.14912568745947938,0.140537
Riverside School of Aeronautics,873,0.17223939661288365,0.161169
Prince Institute of Professional Studies Inc,644,0.08897689323559732,0.083440
Venice Skills Center,737,0.22560594113402416,0.213654
Chestnut Hill College,5093,0.32528072971555333,0.314456
Northwest Career College,851,0.30759860460049854,0.296813
Eastern Suffolk Boces,2272,0.24617877207590996,0.237360
Ellsworth Community College,1281,0.19965238967660995,0.187984
Marylhurst University,4533,0.31794061214766967,0.304145
Boise State University,40546,0.28426353384986486,0.273108
Southeast Texas Career Institute,716,0.22244930332657228,0.209977
Houston School of Carpentry,839,0.1402069862384836,0.130344
Yeshivas Emek Hatorah,638,0.31374044915189053,0.303371
University of Connecticut-Stamford,2659,0.19072695707988485,0.182530
San Diego Continuing Education,2371,0.21698279381329896,0.210799
Pennco Tech-Blackwood,531,0.14577743956303457,0.139200
Massey Business College,706,0.15663465298600193,0.149615
Orange Technical College-Westside Campus,4611,0.22698912383432815,0.217713
Flight Safety Academy,2283,0.15379252887247713,0.134541
Eastern Washington University,23555,0.30377148650117797,0.291761
Miami Regional University,910,0.3780612612435179,0.363716
Bryant&Stratton College-Syracuse North,926,0.20795890025256025,0.201805
College of The Holy Cross,14440,0.24060809872080235,0.229906
Welch College,513,0.2889782722788342,0.276259
Apt College,1443,0.1801442058016165,0.172287
Central New Mexico Community College,11081,0.2453013608597179,0.235981
Memphis College of Art,1066,0.2130944581733031,0.200637
Universal College of Healing Arts,1046,0.5668987978009233,0.548439
Awakening Leadership Center,862,0.5309212102677622,0.516162
Dominican University New York,1024,0.276150501410475,0.265753
Mobile Makers Academy,594,0.19484555354062094,0.181943
Bismarck State College,4530,0.19111832701241635,0.181128
School of Fashion Design,4446,0.17881093857336416,0.169467
University of Saint Mary of The Lake,547,0.32250072101254257,0.305916
Bethany Lutheran College,4970,0.25520906582914626,0.244113
Lake Norman Dental Assisting School,631,0.2326026582622098,0.225997
Grand Circus,1897,0.2187741018955449,0.209125
University of Arkansas Community College-Batesville,924,0.2305149733652485,0.218039
Crane Institute of America,924,0.1539894827609659,0.145059
Rose State College,6617,0.21527582918634428,0.205267
The Refrigeration Institute,521,0.12147912010919437,0.109890
Nhti-Concord's Community College,6194,0.19490774448455142,0.186088
Kenilworth Heart Academy,542,0.21082392304622719,0.204147
Security Training Center,2294,0.21186702780583852,0.198879
Seton Hall University,38372,0.2425526232217659,0.231591
Washington College,4709,0.25015298540239,0.238718
Bottega University,663,0.1840254765169403,0.171662
The Berne Institute,696,0.2653928735626367,0.256039
Stony Brook University,64430,0.2496500333292564,0.239923
Boston College,65630,0.2677323731780383,0.256940
Miller-Motte College-Raleigh,561,0.2833538338400479,0.277286
Lambda School,3759,0.19406978664295133,0.185926
Kuyper College,628,0.39113742188485834,0.366791
American National Standards Institute,844,0.13144756066996957,0.118902
